date;year;tx;tn;rhx;rhn;rs;et0;station
2002-11-29;2002;15.48;4.549;95.2;65.27;9.03;0.7835216461138421;COR06
2002-11-30;2002;16.89;7.84;94.8;65.05;7.89;0.8228126259663738;COR06
2002-12-01;2002;14.48;5.681;95.3;72.2;4.82;0.8024902760626585;COR06
2002-12-02;2002;17.77;8.18;95.3;45.3;11.66;1.6587620389597832;COR06
2002-12-03;2002;15.22;4.678;92.3;57.79;11.03;1.0039724825855822;COR06
2002-12-04;2002;15.83;6.424;94.5;69.64;4.454;0.6896261222735808;COR06
2002-12-05;2002;14.42;3.334;95.4;40.81;9.42;0.9901857645157456;COR06
2002-12-06;2002;14.15;2.929;91.6;40.26;11.57;1.1600339922348928;COR06
2002-12-07;2002;15.75;0.918;94.9;45.97;11.06;0.6455292992377396;COR06
2002-12-08;2002;14.55;1.517;95.1;49.36;8.72;0.6727521289470636;COR06
2002-12-09;2002;10.99;4.212;94.4;75.0;1.481;0.7459928954959224;COR06
2002-12-10;2002;14.62;8.3;94.9;66.22;5.82;0.9896062651299782;COR06
2002-12-11;2002;15.69;9.31;93.8;69.24;6.704;0.7181898649841079;COR06
2002-12-12;2002;15.82;5.9510000000000005;95.2;60.33;9.09;0.8098200189513922;COR06
2002-12-13;2002;15.56;6.559;90.5;56.3;5.216;1.140719731827877;COR06
2002-12-14;2002;17.5;10.86;95.0;62.42;7.43;1.1379346745894854;COR06
2002-12-15;2002;17.16;9.44;90.5;61.07;8.08;0.89453884316052;COR06
2002-12-16;2002;17.7;7.44;90.9;54.06;9.76;1.1456644539796672;COR06
2002-12-17;2002;17.65;12.2;91.6;72.7;1.842;1.0180960092280429;COR06
2002-12-18;2002;17.04;14.08;94.5;78.8;1.711;0.7852597930836669;COR06
2002-12-19;2002;16.17;9.71;95.1;79.6;3.1660000000000004;0.6430855996720873;COR06
2002-12-20;2002;17.09;9.38;95.4;69.7;9.1;0.6972259666693154;COR06
2002-12-21;2002;15.41;8.3;95.3;74.6;8.89;0.8073311558651773;COR06
2002-12-22;2002;16.96;7.71;93.0;62.1;9.94;0.954682133108989;COR06
2002-12-23;2002;16.03;7.57;94.5;62.16;5.751;0.836235827746369;COR06
2002-12-24;2002;16.96;12.01;95.5;75.3;5.7620000000000005;0.7885595200607342;COR06
2002-12-25;2002;18.51;14.89;95.0;78.9;4.746;0.9486106871447448;COR06
2002-12-26;2002;18.65;14.01;90.6;67.14;7.59;1.2067225168944662;COR06
2002-12-27;2002;16.89;11.2;89.4;63.57;7.23;1.7406621718642503;COR06
2002-12-28;2002;15.62;5.75;90.7;46.33;10.27;1.3347100336707052;COR06
2002-12-29;2002;14.48;4.752;91.7;58.53;10.08;0.8583561719236859;COR06
2002-12-30;2002;11.4;6.356;94.7;85.9;2.097;0.5563747634604971;COR06
2002-12-31;2002;11.79;7.23;94.9;81.8;4.263999999999999;0.5410635067731457;COR06
2003-01-01;2003;14.28;6.964;94.3;69.39;8.52;0.788527310649522;COR06
2003-01-02;2003;14.7;5.215;95.3;81.2;3.687;0.6415347607012931;COR06
2003-01-03;2003;17.17;13.0;93.9;78.7;2.417;0.9026128116218448;COR06
2003-01-04;2003;16.83;9.06;94.7;64.64;7.44;0.8750743095948679;COR06
2003-01-05;2003;15.09;7.44;94.9;76.7;3.768;0.8658718608930849;COR06
2003-01-06;2003;14.08;4.144;90.6;46.66;10.05;1.5131954741941536;COR06
2003-01-07;2003;12.61;2.196;94.7;79.0;2.775;0.673713715283844;COR06
2003-01-08;2003;13.68;6.154;94.4;65.34;5.335;1.1321600810123391;COR06
2003-01-09;2003;11.47;5.343999999999999;90.1;64.37;5.296;1.18752791338964;COR06
2003-01-10;2003;10.99;1.5930000000000002;86.9;43.98;11.05;1.3907885963875313;COR06
2003-01-11;2003;9.58;-0.8370000000000001;92.4;42.02;12.0;0.9039166421491224;COR06
2003-01-12;2003;9.85;-0.5;87.1;36.22;12.37;1.4278004598973095;COR06
2003-01-13;2003;11.85;0.446;86.8;42.16;12.17;1.4388912862463097;COR06
2003-01-14;2003;11.59;-0.635;84.8;31.22;12.66;1.5489203307301345;COR06
2003-01-15;2003;12.53;-0.77;91.6;37.09;12.17;1.2441479597356504;COR06
2003-01-16;2003;12.8;-1.849;92.6;41.2;12.15;0.9361120671245056;COR06
2003-01-17;2003;11.59;-1.233;93.7;49.16;11.68;0.8471154753926449;COR06
2003-01-18;2003;10.99;0.243;92.9;62.12;5.985;0.7290251699526931;COR06
2003-01-19;2003;14.89;3.807;91.9;47.07;9.43;1.6054811396723876;COR06
2003-01-20;2003;13.42;2.794;94.5;73.8;2.979;0.9377181087349048;COR06
2003-01-21;2003;15.09;9.31;90.5;64.94;9.25;1.5007428449166202;COR06
2003-01-22;2003;11.6;6.289;95.2;84.2;2.393;0.6110848298233494;COR06
2003-01-23;2003;15.75;3.53;95.6;43.07;11.97;1.4171481409200934;COR06
2003-01-24;2003;15.22;1.391;92.7;40.38;13.37;1.3336211797573234;COR06
2003-01-25;2003;14.94;0.513;95.1;37.22;13.07;1.2225340018862376;COR06
2003-01-26;2003;15.69;0.3779999999999999;91.4;36.88;10.6;1.1111096872179167;COR06
2003-01-27;2003;18.84;3.267;94.4;52.17;10.39;1.3398145578875411;COR06
2003-01-28;2003;20.58;5.884;91.8;43.73;13.39;1.9010287118226623;COR06
2003-01-29;2003;16.76;4.006;94.3;38.22;12.44;1.7468022051770618;COR06
2003-01-30;2003;13.74;1.391;81.5;41.2;12.34;1.6607183785909745;COR06
2003-01-31;2003;11.79;2.254;74.8;24.14;12.14;2.3119319215704905;COR06
2003-02-01;2003;10.3;-0.905;77.5;34.0;13.45;1.5452155540123622;COR06
2003-02-02;2003;16.02;-1.577;90.8;31.34;13.38;1.2479861957960927;COR06
2003-02-03;2003;15.95;0.176;92.8;50.76;13.15;1.2789322518721518;COR06
2003-02-04;2003;15.69;1.5119999999999998;95.4;56.84;8.41;1.5900890224589157;COR06
2003-02-05;2003;17.03;4.009;94.8;44.22;11.59;1.4342985315610954;COR06
2003-02-06;2003;17.77;2.052;91.6;37.68;13.98;1.6363072142817747;COR06
2003-02-07;2003;10.19;4.347;91.0;72.5;2.361;0.842671721754009;COR06
2003-02-08;2003;15.34;7.37;91.1;58.44;7.6;1.302291622701778;COR06
2003-02-09;2003;16.76;2.659;92.1;45.64;12.04;1.369482166664364;COR06
2003-02-10;2003;15.48;2.794;94.6;55.89;10.73;1.2721507223382134;COR06
2003-02-11;2003;16.15;5.343999999999999;93.5;54.94;10.15;1.3111608454199866;COR06
2003-02-12;2003;13.88;4.347;94.4;66.42;5.244;0.9788612223125563;COR06
2003-02-13;2003;15.75;5.9510000000000005;92.2;63.63;10.39;1.2910683462983636;COR06
2003-02-14;2003;13.94;5.218999999999999;94.3;59.0;7.45;1.2016757035867471;COR06
2003-02-15;2003;12.12;0.581;91.0;41.24;10.1;1.4515317404422017;COR06
2003-02-16;2003;14.74;0.445;86.6;36.67;14.6;1.7250287197200906;COR06
2003-02-17;2003;13.07;-0.5670000000000001;93.1;34.79;13.72;1.6107733639877055;COR06
2003-02-18;2003;13.09;7.03;94.0;78.2;2.041;0.9455378179254028;COR06
2003-02-19;2003;14.15;5.412000000000001;90.3;54.01;9.3;1.892444508043054;COR06
2003-02-20;2003;14.08;4.077;94.0;60.82;14.48;1.5740685258353448;COR06
2003-02-21;2003;15.55;4.682;93.5;52.93;12.92;1.7811588865286614;COR06
2003-02-22;2003;14.48;8.9;89.8;62.6;4.057;1.152876876711123;COR06
2003-02-23;2003;18.97;6.694;93.9;50.95;14.53;1.9408962722846368;COR06
2003-02-24;2003;16.89;9.18;87.7;55.36;9.0;1.838831679513592;COR06
2003-02-25;2003;14.15;8.57;90.6;68.17;4.475;1.1910341448876605;COR06
2003-02-26;2003;13.61;6.626;91.6;75.0;5.425;1.1083184716628531;COR06
2003-02-27;2003;17.36;8.3;90.1;43.14;12.48;2.5889743479037484;COR06
2003-02-28;2003;17.36;7.17;91.7;57.16;14.2;1.6904561438600296;COR06
2003-03-01;2003;20.04;6.829;92.4;44.14;17.55;2.4352233309567466;COR06
2003-03-02;2003;19.64;6.694;93.9;54.99;15.12;1.986236378529833;COR06
2003-03-03;2003;20.92;7.57;94.4;58.42;14.42;1.9478445483398803;COR06
2003-03-04;2003;23.74;8.71;92.2;33.42;19.16;3.2449993429513966;COR06
2003-03-05;2003;23.33;7.57;91.6;41.64;18.3;3.2169522854893726;COR06
2003-03-06;2003;19.97;8.38;95.2;30.05;17.94;2.3345429100638864;COR06
2003-03-07;2003;18.9;5.557;92.1;33.29;16.81;2.318100891646794;COR06
2003-03-08;2003;21.86;10.25;89.1;31.87;17.61;2.6875812176237326;COR06
2003-03-09;2003;22.73;8.11;90.1;29.72;19.16;2.831996304102056;COR06
2003-03-10;2003;23.46;7.3;88.9;35.24;19.41;3.030007972694124;COR06
2003-03-11;2003;25.01;6.086;89.9;30.52;20.19;3.173284324786516;COR06
2003-03-12;2003;27.89;8.52;83.4;24.32;19.43;3.5208702688512776;COR06
2003-03-13;2003;27.23;10.39;88.0;22.37;17.98;3.944502122367273;COR06
2003-03-14;2003;24.13;8.98;93.5;40.83;18.13;2.765486648157924;COR06
2003-03-15;2003;24.74;10.39;90.4;33.34;18.48;2.9945798533109285;COR06
2003-03-16;2003;20.98;10.46;88.2;44.07;15.45;2.961615893615696;COR06
2003-03-17;2003;13.34;9.92;79.5;42.08;5.862;2.490147210853696;COR06
2003-03-18;2003;18.7;8.91;77.0;41.71;17.22;2.872765101208252;COR06
2003-03-19;2003;14.82;6.964;91.2;65.74;6.759;1.437201273278245;COR06
2003-03-20;2003;19.25;4.212;94.1;26.83;22.11;3.5110803509211137;COR06
2003-03-21;2003;20.73;5.145;76.0;27.43;16.44;3.5816576968603373;COR06
2003-03-22;2003;22.86;9.51;79.2;31.74;19.03;3.8405018180199937;COR06
2003-03-23;2003;21.65;9.78;90.6;41.17;18.2;3.0042428952661697;COR06
2003-03-24;2003;21.32;8.7;89.9;29.11;19.75;3.3783139242714344;COR06
2003-03-25;2003;21.52;9.18;82.6;39.56;16.88;3.056027049000203;COR06
2003-03-26;2003;19.18;9.58;85.9;51.7;10.31;2.2591488306179275;COR06
2003-03-27;2003;15.09;10.99;91.1;79.0;2.9360000000000004;1.056020501382967;COR06
2003-03-28;2003;19.84;9.71;93.8;57.01;20.59;2.946968458511701;COR06
2003-03-29;2003;16.78;13.07;91.3;75.8;3.969;1.3885782633862338;COR06
2003-03-30;2003;18.44;10.86;89.4;56.08;14.67;3.056167434785444;COR06
2003-03-31;2003;21.32;10.86;91.3;48.72;23.66;3.4231411866885098;COR06
2003-04-01;2003;22.8;10.79;91.7;40.23;20.26;3.5310906297920632;COR06
2003-04-02;2003;25.01;8.04;94.0;32.54;22.33;4.004778917871434;COR06
2003-04-03;2003;20.58;9.98;81.5;30.8;25.78;4.616682984233308;COR06
2003-04-04;2003;18.78;6.424;81.3;22.65;26.39;4.631796405233122;COR06
2003-04-05;2003;20.65;5.089;89.6;22.57;25.89;4.164504823058628;COR06
2003-04-06;2003;23.34;5.494;89.6;24.6;22.85;3.6391180054780072;COR06
2003-04-07;2003;26.42;6.026;89.5;22.23;22.37;3.881490137053458;COR06
2003-04-08;2003;23.88;7.3;89.1;32.68;21.09;3.702820951763377;COR06
2003-04-09;2003;22.53;13.41;79.4;44.88;18.69;3.8812697849717614;COR06
2003-04-10;2003;19.45;13.0;84.2;41.93;17.15;3.961005863939212;COR06
2003-04-11;2003;17.03;12.13;89.6;52.38;12.54;2.699936123469311;COR06
2003-04-12;2003;21.05;11.13;87.4;47.78;17.38;2.9961594360876425;COR06
2003-04-13;2003;24.48;9.52;89.2;31.33;18.33;4.239897908904835;COR06
2003-04-14;2003;17.43;10.73;87.1;52.85;16.95;3.115512549834724;COR06
2003-04-15;2003;19.58;9.85;89.7;47.98;11.8;2.6298542223952297;COR06
2003-04-16;2003;21.27;10.59;93.8;41.93;23.43;3.877623328386893;COR06
2003-04-17;2003;24.6;12.28;85.4;34.62;23.63;4.032870627213466;COR06
2003-04-18;2003;23.07;13.74;86.0;40.23;18.53;3.534120422179643;COR06
2003-04-19;2003;18.04;10.59;88.1;43.01;16.92;3.5074693042490828;COR06
2003-04-20;2003;17.97;9.05;91.1;55.88;15.37;2.6984616742782546;COR06
2003-04-21;2003;23.47;8.18;91.4;33.08;24.5;4.214802732306155;COR06
2003-04-22;2003;18.11;8.58;88.5;48.87;10.08;2.281330495713612;COR06
2003-04-23;2003;19.32;10.19;90.5;59.72;8.95;1.9640531741205896;COR06
2003-04-24;2003;24.21;10.66;91.3;39.14;18.4;3.633792302924976;COR06
2003-04-25;2003;26.02;9.39;91.7;28.29;19.74;4.261787117374025;COR06
2003-04-26;2003;21.12;11.94;91.2;61.39;9.68;2.0944835771494903;COR06
2003-04-27;2003;27.97;10.66;91.2;35.16;21.29;4.5093151450074425;COR06
2003-04-28;2003;24.48;11.8;87.9;51.34;21.69;4.2814154731461205;COR06
2003-04-29;2003;24.75;15.56;88.1;41.64;20.85;4.453152424329439;COR06
2003-04-30;2003;23.13;11.2;88.8;33.62;25.01;4.443481957985589;COR06
2003-05-01;2003;24.88;9.12;89.5;21.83;19.82;3.839211398780044;COR06
2003-05-02;2003;27.36;9.39;88.8;27.55;27.29;4.699492552531037;COR06
2003-05-03;2003;29.7;10.13;86.4;29.23;26.33;5.328830932055318;COR06
2003-05-04;2003;27.36;12.82;90.8;34.76;24.46;4.935164918507767;COR06
2003-05-05;2003;21.46;12.47;87.7;46.58;14.77;3.4951094513371714;COR06
2003-05-06;2003;18.51;11.6;89.7;43.01;14.36;3.0398476063712843;COR06
2003-05-07;2003;17.43;9.38;88.9;46.18;10.53;2.2061832221538307;COR06
2003-05-08;2003;21.32;11.87;89.4;45.69;20.28;3.4259112003800465;COR06
2003-05-09;2003;26.08;9.85;91.2;31.19;26.65;4.747751837181334;COR06
2003-05-10;2003;29.37;12.14;87.2;24.92;28.41;5.514856721712547;COR06
2003-05-11;2003;30.44;13.15;75.1;23.17;26.99;5.404966067945697;COR06
2003-05-12;2003;31.31;12.82;85.7;26.94;28.54;5.421411006092;COR06
2003-05-13;2003;32.53;13.22;85.1;22.36;28.26;5.554289807927423;COR06
2003-05-14;2003;33.39;14.5;83.3;19.12;28.62;5.962241954584616;COR06
2003-05-15;2003;31.31;14.3;78.5;25.19;27.81;5.981220214269111;COR06
2003-05-16;2003;27.5;16.64;83.6;26.74;24.68;5.945403519310357;COR06
2003-05-17;2003;29.17;12.88;87.3;27.08;29.78;5.815294355612521;COR06
2003-05-18;2003;32.59;13.42;87.9;23.5;29.82;5.893581464453955;COR06
2003-05-19;2003;33.87;14.37;78.8;18.59;29.18;6.594352910568419;COR06
2003-05-20;2003;33.52;15.83;76.3;17.37;30.1;6.521419900159724;COR06
2003-05-21;2003;34.01;13.96;81.5;16.23;29.52;5.9875850872594905;COR06
2003-05-22;2003;34.47;13.83;82.0;15.49;29.74;6.158489965228789;COR06
2003-05-23;2003;34.2;14.03;78.6;15.55;29.47;6.236524787291512;COR06
2003-05-24;2003;29.44;15.77;75.7;13.4;28.3;6.870127887940789;COR06
2003-05-25;2003;26.42;14.35;48.48;15.09;31.04;6.694755053325328;COR06
2003-05-26;2003;27.67;11.8;53.09;12.06;29.64;6.953095247894182;COR06
2003-05-27;2003;30.58;10.73;62.06;15.35;30.57;6.484062898374367;COR06
2003-05-28;2003;31.92;12.88;67.32;17.58;29.89;6.569455625848441;COR06
2003-05-29;2003;33.06;13.02;78.1;18.72;28.97;5.897651821738457;COR06
2003-05-30;2003;30.11;16.64;70.4;30.85;20.14;5.060388880239059;COR06
2003-05-31;2003;29.84;15.9;80.4;36.57;22.75;5.141830953125464;COR06
2003-06-01;2003;27.9;17.31;83.9;38.19;23.32;5.673289496780517;COR06
2003-06-02;2003;29.24;16.1;86.3;26.6;27.73;6.237666240417463;COR06
2003-06-03;2003;30.71;15.36;86.8;26.46;29.67;6.334509191890363;COR06
2003-06-04;2003;30.77;15.02;84.2;25.19;28.13;5.890141237527821;COR06
2003-06-05;2003;33.19;16.91;82.5;22.63;29.38;5.956887157136892;COR06
2003-06-06;2003;35.61;17.45;76.8;25.72;28.45;6.366101713925941;COR06
2003-06-07;2003;36.81;19.12;76.2;20.67;28.99;6.761134566125731;COR06
2003-06-08;2003;36.2;19.32;74.4;22.48;29.42;6.985951016104299;COR06
2003-06-09;2003;37.01;19.12;73.6;20.94;28.44;6.669798527147909;COR06
2003-06-10;2003;37.01;19.86;72.4;17.44;29.39;6.6731056945163365;COR06
2003-06-11;2003;39.77;19.59;62.97;13.87;28.61;8.258974049965149;COR06
2003-06-12;2003;38.42;22.74;59.65;13.73;28.46;7.929600446010541;COR06
2003-06-13;2003;37.43;19.79;66.44;20.2;24.4;7.820262965115797;COR06
2003-06-14;2003;34.33;20.87;78.7;24.18;17.3;4.697277109109505;COR06
2003-06-15;2003;35.41;19.12;73.4;22.35;29.97;7.90124692870312;COR06
2003-06-16;2003;31.31;17.18;81.0;26.94;29.63;7.142940093347447;COR06
2003-06-17;2003;33.32;16.44;80.8;27.2;26.35;6.128437889215513;COR06
2003-06-18;2003;37.68;18.59;80.3;12.79;28.68;7.373669509772768;COR06
2003-06-19;2003;40.16;18.66;67.69;11.78;30.81;8.19841213881706;COR06
2003-06-20;2003;38.29;19.86;72.1;17.17;28.72;6.848987207696314;COR06
2003-06-21;2003;38.22;19.93;61.59;14.61;29.1;7.757461537453167;COR06
2003-06-22;2003;32.39;19.19;76.9;33.74;29.0;7.2189456171316575;COR06
2003-06-23;2003;33.06;18.52;80.8;27.95;28.38;7.375963320242898;COR06
2003-06-24;2003;32.12;20.26;70.6;27.61;26.5;6.569789069328962;COR06
2003-06-25;2003;34.87;17.65;78.8;19.66;30.71;7.5325272597368444;COR06
2003-06-26;2003;34.13;17.25;77.5;21.28;30.16;7.375448442451856;COR06
2003-06-27;2003;33.53;16.04;77.5;11.25;30.58;7.393328064517544;COR06
2003-06-28;2003;33.99;15.04;73.0;14.54;30.76;7.594132232456157;COR06
2003-06-29;2003;30.3;16.24;84.5;29.57;30.32;7.242265559947692;COR06
2003-06-30;2003;27.83;19.32;84.1;45.87;16.52;4.875033638384358;COR06
2003-07-01;2003;29.97;15.77;85.7;31.04;30.73;6.389170007478744;COR06
2003-07-02;2003;30.98;17.25;74.4;28.48;30.57;6.934080541470145;COR06
2003-07-03;2003;33.0;16.03;73.7;13.6;31.27;7.0461369069117055;COR06
2003-07-04;2003;34.33;14.5;82.0;16.02;30.31;6.79917055100792;COR06
2003-07-05;2003;34.94;17.11;73.6;18.99;30.59;7.220891082704886;COR06
2003-07-06;2003;36.34;17.72;69.18;18.58;30.39;6.87167215179428;COR06
2003-07-07;2003;37.68;19.79;67.54;17.17;27.96;7.220149798554286;COR06
2003-07-08;2003;38.55;20.6;58.51;12.99;30.22;7.491283528691634;COR06
2003-07-09;2003;38.82;19.99;60.6;11.91;30.25;7.508692910902933;COR06
2003-07-10;2003;40.63;18.79;68.09;9.69;30.44;7.312455613977676;COR06
2003-07-11;2003;39.69;20.06;70.3;14.87;26.72;7.88745129098098;COR06
2003-07-12;2003;35.0;20.26;84.3;23.23;28.31;7.833222600360307;COR06
2003-07-13;2003;32.79;19.72;77.7;28.69;25.69;7.1213599901591325;COR06
2003-07-14;2003;31.78;17.44;82.9;20.34;30.05;7.386261967298437;COR06
2003-07-15;2003;30.31;18.24;80.0;26.47;22.07;6.181994373968152;COR06
2003-07-16;2003;32.32;14.3;68.78;14.81;30.73;6.3968186689135935;COR06
2003-07-17;2003;37.15;13.83;58.35;9.16;30.97;7.680689900441711;COR06
2003-07-18;2003;37.68;15.97;61.36;10.3;28.87;7.191094940568353;COR06
2003-07-19;2003;39.02;17.38;55.5;12.12;28.28;6.962997950610433;COR06
2003-07-20;2003;38.22;20.67;58.11;12.92;28.68;8.010163605031616;COR06
2003-07-21;2003;35.93;15.77;69.72;10.64;29.26;7.069169948115518;COR06
2003-07-22;2003;38.08;16.04;67.5;9.15;29.02;7.1459419882876025;COR06
2003-07-23;2003;36.54;17.72;66.76;14.0;29.64;7.355709140125907;COR06
2003-07-24;2003;37.27;16.84;72.5;10.91;30.26;7.022291531757718;COR06
2003-07-25;2003;37.74;18.46;67.49;14.47;29.6;7.546849517477144;COR06
2003-07-26;2003;39.76;19.12;64.52;14.34;29.88;7.752324195242123;COR06
2003-07-27;2003;37.68;20.73;55.54;13.67;30.04;7.9892950415193535;COR06
2003-07-28;2003;39.02;21.34;65.58;12.65;28.84;6.876808390781374;COR06
2003-07-29;2003;40.75;20.6;51.84;14.2;27.17;6.776922384286896;COR06
2003-07-30;2003;42.3;25.16;65.56;12.52;26.25;7.348171096969764;COR06
2003-07-31;2003;44.24;22.68;64.09;9.35;27.46;7.292791705923574;COR06
2003-08-01;2003;45.72;21.13;64.77;8.41;26.2;8.404155244031768;COR06
2003-08-02;2003;43.24;22.88;45.56;10.83;26.7;7.743627176740153;COR06
2003-08-03;2003;42.57;22.41;47.39;10.9;26.62;8.315258664729697;COR06
2003-08-04;2003;41.27;21.41;48.2;13.19;26.19;7.684779009511707;COR06
2003-08-05;2003;41.29;21.87;57.77;14.47;26.77;7.346347625200996;COR06
2003-08-06;2003;40.36;21.88;55.68;11.11;26.95;6.940166588306142;COR06
2003-08-07;2003;40.08;22.41;52.03;13.66;26.69;6.440111396912028;COR06
2003-08-08;2003;39.95;22.2;64.42;13.06;25.75;6.72063114936198;COR06
2003-08-09;2003;40.23;23.01;50.75;14.4;24.05;6.38048053214838;COR06
2003-08-10;2003;40.96;22.61;54.8;13.8;24.19;6.513171407318455;COR06
2003-08-11;2003;40.09;22.74;49.47;13.87;25.46;6.783015606826247;COR06
2003-08-12;2003;41.16;22.68;57.02;11.24;25.91;6.983471043397032;COR06
2003-08-13;2003;41.7;21.27;43.68;10.23;25.96;7.259406230556802;COR06
2003-08-14;2003;41.16;22.61;72.5;13.93;23.97;7.151411847920143;COR06
2003-08-15;2003;39.02;21.67;60.53;10.16;23.81;7.310748039293776;COR06
2003-08-16;2003;33.99;20.86;57.16;17.03;26.7;7.514630212018408;COR06
2003-08-17;2003;33.25;17.38;73.3;18.45;27.51;6.958754990886781;COR06
2003-08-18;2003;36.74;17.72;79.0;12.05;26.42;5.567732726568947;COR06
2003-08-19;2003;38.68;19.06;54.8;14.81;26.57;6.844730900115824;COR06
2003-08-20;2003;38.88;18.65;57.37;15.35;26.14;7.020659580075697;COR06
2003-08-21;2003;37.0;20.26;58.58;22.28;25.31;7.000938295952697;COR06
2003-08-22;2003;37.55;23.07;66.11;25.58;19.89;6.501884663695376;COR06
2003-08-23;2003;36.2;22.94;61.32;30.16;25.22;7.509910515428313;COR06
2003-08-24;2003;31.11;20.32;75.2;28.15;24.99;6.847874639233935;COR06
2003-08-25;2003;34.45;17.91;75.0;24.84;22.26;6.280599739533497;COR06
2003-08-26;2003;34.59;18.38;82.1;15.62;24.95;6.094439890130995;COR06
2003-08-27;2003;32.51;15.36;69.49;13.74;25.13;6.858695977706961;COR06
2003-08-28;2003;30.44;19.93;72.9;17.85;20.19;7.105503296621673;COR06
2003-08-29;2003;31.11;19.05;75.9;29.16;22.74;5.280615282968191;COR06
2003-08-30;2003;35.73;16.78;75.4;17.03;25.72;6.659012550754857;COR06
2003-08-31;2003;35.26;17.05;72.8;15.82;25.69;6.444938893999156;COR06
2003-09-01;2003;34.32;18.72;73.6;22.62;24.46;6.176378644818661;COR06
2003-09-02;2003;33.12;16.91;75.9;19.66;24.85;6.606759543526027;COR06
2003-09-03;2003;31.11;14.75;76.0;24.18;23.61;4.899514718564851;COR06
2003-09-04;2003;31.45;14.62;65.95;28.89;23.42;5.538835322183671;COR06
2003-09-05;2003;32.78;19.32;76.2;20.06;22.87;5.136880027744586;COR06
2003-09-06;2003;33.79;15.97;70.1;23.3;21.62;5.327633672261556;COR06
2003-09-07;2003;33.46;19.25;63.63;16.9;21.59;6.202871295953058;COR06
2003-09-08;2003;35.26;16.91;54.62;14.54;23.22;6.229642454938879;COR06
2003-09-09;2003;32.25;17.44;71.5;23.97;22.79;5.119143028658468;COR06
2003-09-10;2003;31.65;16.91;54.08;11.25;25.4;6.701438951097975;COR06
2003-09-11;2003;35.4;12.88;46.21;10.1;25.25;5.757778230175626;COR06
2003-09-12;2003;35.67;14.82;62.37;13.06;23.84;5.969422730044348;COR06
2003-09-13;2003;34.79;17.05;67.9;15.08;24.44;5.176732944697706;COR06
2003-09-14;2003;36.94;15.7;68.64;14.07;24.02;5.240297510690207;COR06
2003-09-15;2003;32.19;18.58;66.06;23.1;22.17;5.0641202327189205;COR06
2003-09-16;2003;31.04;16.84;65.14;10.91;24.01;5.726211896140665;COR06
2003-09-17;2003;31.45;15.09;66.55;10.37;24.03;5.644988633210128;COR06
2003-09-18;2003;33.46;14.16;68.8;19.73;23.1;5.217427557281684;COR06
2003-09-19;2003;32.39;16.17;74.2;20.94;21.82;4.897403428316822;COR06
2003-09-20;2003;36.27;17.57;72.7;18.44;21.47;5.353643927730037;COR06
2003-09-21;2003;31.72;18.31;72.1;28.62;20.01;4.330953655029334;COR06
2003-09-22;2003;31.31;17.91;74.7;22.02;21.21;4.894975935364222;COR06
2003-09-23;2003;31.38;15.23;74.4;21.75;21.55;4.083357768826977;COR06
2003-09-24;2003;31.78;16.37;64.73;25.72;20.68;4.299102955028761;COR06
2003-09-25;2003;32.46;16.44;71.2;23.43;20.97;4.06465393726602;COR06
2003-09-26;2003;33.59;16.64;79.4;22.35;20.04;4.066139961230582;COR06
2003-09-27;2003;33.39;17.45;54.28;17.57;19.54;4.508026717933551;COR06
2003-09-28;2003;30.17;16.57;71.5;31.78;19.0;4.888828160810248;COR06
2003-09-29;2003;28.5;19.39;76.8;30.51;17.59;4.8184661671377285;COR06
2003-09-30;2003;22.21;16.7;91.8;67.46;3.617;1.5955887031864924;COR06
2003-10-01;2003;24.08;18.24;88.9;57.68;10.18;2.6714430404618743;COR06
2003-10-02;2003;23.01;17.17;89.1;60.92;8.74;2.396731307235197;COR06
2003-10-03;2003;23.01;17.51;87.2;67.52;11.14;2.405328379473407;COR06
2003-10-04;2003;24.67;17.17;88.4;50.19;12.44;2.493770738632895;COR06
2003-10-05;2003;25.81;14.75;86.9;32.13;20.58;4.026229966521315;COR06
2003-10-06;2003;25.02;17.44;66.6;41.77;11.12;3.3669542175989093;COR06
2003-10-07;2003;28.23;17.04;78.9;30.11;19.61;4.192772163087232;COR06
2003-10-08;2003;28.1;15.63;87.7;20.81;20.21;3.9545694286504407;COR06
2003-10-09;2003;29.16;14.03;81.8;27.07;19.71;3.5680315212127582;COR06
2003-10-10;2003;29.16;14.56;84.2;28.62;18.95;3.513765550873635;COR06
2003-10-11;2003;25.09;14.22;83.7;41.17;7.16;2.2636089493333627;COR06
2003-10-12;2003;25.01;16.51;89.0;54.1;9.72;2.1513676390416;COR06
2003-10-13;2003;26.49;15.7;89.8;41.7;15.19;2.5457146445376644;COR06
2003-10-14;2003;24.28;15.77;88.1;52.96;10.71;1.972080758510468;COR06
2003-10-15;2003;22.4;14.55;85.5;56.33;8.45;1.788945438564443;COR06
2003-10-16;2003;21.4;14.08;86.8;48.93;8.37;1.774727558692979;COR06
2003-10-17;2003;21.99;10.52;92.5;42.52;15.71;2.290563423384959;COR06
2003-10-18;2003;22.47;12.41;90.0;45.89;9.8;1.76140525930157;COR06
2003-10-19;2003;22.14;16.56;87.7;65.31;7.97;2.30459237815112;COR06
2003-10-20;2003;21.6;15.9;89.1;59.31;9.99;2.118806259414946;COR06
2003-10-21;2003;19.79;15.56;92.8;68.42;6.01;1.1888232684145985;COR06
